bed ,row ,col ,unique.ID ,phen ,diam.mm ,num.flw ,date.collected ,long.fruit.cm ,total.branch ,overhd.diam ,overhd.perp ,survey.date ,survey.notes ,
F ,28,C ,466,P,8.44,0,6/14/24,6.3,2,42,33,6/14/24,,
F ,28,D ,321,,,,,,,,,,,
F ,29,C ,691,P ,14.88,0,5/30/24,8.7,1,60.5,87.5,14-May,Plant dying ,
F ,29,D ,209,,,,,,,,,,,
F ,30,C ,350,,,,,,,,,,,
F ,30,D ,483,,,,,,,,,,,
F ,31,C ,1234,,,,,,,,,,,
F ,31,D ,2008,P ,17.48,0,6/20/24,9.5,1,69,76,6/20/24,,
F ,32,C ,676,P ,24.29,0,6/14/24,7.9,1,72,86,6/14/24,,
F ,32,D ,113,X ,6.13,0,6/27/24,NA ,1,15.5,12.5,6/27/24,,
F ,33,C ,246,p ,13.92,0,6/20/24,8 8 ,1,67,53,6/20/24,,
F ,33,D ,86,P ,5.95,0,5/30/24,6.6,1,25,18,5/23/24,,
F ,34,C ,1029,X ,9.82,0,6/27/24,NA ,1,23,22.5,6/27/24,,
F ,34,D ,233,P ,14.67,0,6/20/24,5.6,3,34,33,6/20/24,,
F ,35,C ,276,,,,,,,,,,,
F ,35,D ,993,P ,13.48,0,6/20/24,9.4,1,87-0 ,68,6/20/24,,
F ,36,C ,1185,X ,6.98,0,6/27/24,NA ,5,10.5,9,6/27/24,,
F ,36,D ,1041,,,,,,,,,,,
F ,37,C ,1065,P ,6.04,0,6/20/24,3.8,1,33,24,6/20/24,,
F ,37,D ,738,P ,11.64,0,6/20/24,8.5,2,59,43,6/20/24,,
F ,38,C ,585,P ,16.08,0,6/20/24,0,4,22,18,6/20/24,,
F ,38,D ,756,P ,13.03,0,5/30/24,7,1,69,82,5/23/28,,
F ,39,C ,1077,X ,8.58,0,6/27/24,NA ,3,21.5,17.4,6/27/24,,
F ,39,D ,161,X ,3.8,0,6/27/24,NA ,3,10.5,6.5,6/27/24,,
F ,40,C ,1210,P ,17.68,0,5/30/24,7,1,75,64,14-May,,
F ,40,D ,969,,,,,,,,,,,
F ,41,C ,616,P ,20.36,0,6/20/24,10.2,3,100,81,6/20/24,,
F ,41,D ,510,P ,12.26,0,6/20/24,9.4,4,59,58,6/20/24,,
F ,42,C ,1246,P ,15.88,0,6/20/24,7.9,3,84,82,6/20/24,,
F ,42,D ,14,P ,10.86,0,6/20/24,9.1,1,46,41,6/20/24,,
F ,43,C ,2020,,,,,,,,,,,
F ,43,D ,293,,,,,,,,,,,
F ,44,C ,1017,X ,7.1,0,6/27/24,NA ,2,15.5,14,6/27/24,,
F ,44,D ,1352,P ,13.8,0,,7.5,2,6.6,50,5/23/24,6/6 seems to have been collected ,
F ,45,C ,438,P ,22.6,0,6/20/24,7.6,3,109,100,6/20/24,,
F ,45,D ,buffer ,,,,,,,,,,,
F ,46,C ,buffer ,,,,,,,,,,,
F ,46,D ,buffer ,,,,,,,,,,,
